support,itemsets
0.41843971631205673,"Sex_Male, ECG_Normal, ChestPain_ASY"
0.4148936170212766,"MaxHR_Medium, ChestPain_ASY"
0.4148936170212766,"Slope_Flat, ECG_Normal, ChestPain_ASY"
0.4078014184397163,"Sex_Male, MaxHR_Low"
0.4078014184397163,"Slope_Flat, FastingBS_Normal, ECG_Normal"
0.4078014184397163,"Sex_Male, FastingBS_Normal, ECG_Normal"
0.40425531914893614,"FastingBS_Normal, Chol_High"
0.40425531914893614,"ECG_Normal, ExAngina_Yes"
0.40070921985815605,"FastingBS_Normal, ECG_Normal, ChestPain_ASY"
0.40070921985815605,"Sex_Male, Age_Middle, ChestPain_ASY, ExAngina_Yes"
0.40070921985815605,"Sex_Male, BP_Prehypertension"
0.3971631205673759,Oldpeak_Moderate
0.3971631205673759,"Sex_Male, ChestPain_ASY, Chol_High"
0.3971631205673759,"FastingBS_Normal, Age_Middle, ChestPain_ASY, Sex_Male"
0.39361702127659576,"FastingBS_Normal, Age_Middle, Slope_Flat, Sex_Male"
0.39361702127659576,"MaxHR_Medium, ExAngina_Yes"
0.3900709219858156,"Sex_Male, Slope_Flat, Chol_High"
0.3900709219858156,"Slope_Flat, BP_Prehypertension"
0.38652482269503546,"Sex_Male, Age_Middle, Slope_Flat, ExAngina_Yes"
0.3829787234042553,"ExAngina_Yes, Sex_Male, Slope_Flat, ChestPain_ASY, FastingBS_Normal"
0.3829787234042553,"FastingBS_Normal, Age_Middle, ExAngina_Yes"
0.3829787234042553,"FastingBS_Normal, Age_Middle, ChestPain_ASY, Slope_Flat"
0.37943262411347517,"Slope_Flat, MaxHR_Medium, Sex_Male"
0.37943262411347517,"Slope_Flat, Age_Middle, ChestPain_ASY, ExAngina_Yes"
0.37943262411347517,"ChestPain_ASY, BP_Prehypertension"
0.37943262411347517,"ChestPain_ASY, MaxHR_Low"
0.37943262411347517,"Slope_Flat, ChestPain_ASY, Chol_High"
0.375886524822695,"FastingBS_Normal, MaxHR_Medium"
0.375886524822695,"Sex_Male, Chol_High, ExAngina_Yes"
0.3723404255319149,"ChestPain_ASY, Chol_High, ExAngina_Yes"
0.36879432624113473,"Sex_Male, Oldpeak_Moderate"
0.36879432624113473,"Slope_Flat, MaxHR_Low"
0.36879432624113473,"Sex_Male, MaxHR_Medium, ChestPain_ASY"
0.36524822695035464,"Slope_Flat, ECG_Normal, ChestPain_ASY, Sex_Male"
0.36524822695035464,"BP_Prehypertension, ExAngina_Yes"
0.3617021276595745,"Slope_Flat, Chol_High, ExAngina_Yes"
0.3617021276595745,"Slope_Flat, FastingBS_Normal, ECG_Normal, Sex_Male"
0.3617021276595745,Oldpeak_Mild
0.3617021276595745,"Sex_Male, ChestPain_ASY, MaxHR_Low"
0.35815602836879434,"Sex_Male, ECG_Normal, ExAngina_Yes"
0.35815602836879434,"Sex_Male, ECG_Normal, ChestPain_ASY, FastingBS_Normal"
0.35815602836879434,"ECG_Normal, ChestPain_ASY, ExAngina_Yes"
0.3546099290780142,"Slope_Flat, ECG_Normal, ExAngina_Yes"
0.3546099290780142,"Slope_Flat, ECG_Normal, ChestPain_ASY, FastingBS_Normal"
0.35106382978723405,"ChestPain_ASY, Oldpeak_Moderate"
0.35106382978723405,"Slope_Flat, Sex_Male, Age_Middle, ChestPain_ASY, FastingBS_Normal"
0.35106382978723405,"MaxHR_Low, ExAngina_Yes"
0.35106382978723405,"Sex_Male, FastingBS_Normal, Chol_High"
0.35106382978723405,"Sex_Male, Slope_Flat, BP_Prehypertension"
0.3475177304964539,"Slope_Flat, FastingBS_Normal, Chol_High"
0.3475177304964539,"Age_Middle, ECG_Normal"
0.3475177304964539,"FastingBS_Normal, Age_Middle, ChestPain_ASY, ExAngina_Yes"
0.3475177304964539,"Sex_Male, MaxHR_Low, Slope_Flat"
0.3475177304964539,"FastingBS_Normal, Age_Middle, Sex_Male, ExAngina_Yes"
0.3475177304964539,"Sex_Male, MaxHR_Medium, ExAngina_Yes"
0.3475177304964539,"FastingBS_Normal, ChestPain_ASY, Chol_High"
0.3475177304964539,"FastingBS_Normal, ECG_Normal, ExAngina_Yes"
0.34397163120567376,"Sex_Male, ChestPain_ASY, BP_Prehypertension"
0.34397163120567376,"Slope_Flat, MaxHR_Medium, ChestPain_ASY"
0.34397163120567376,"Oldpeak_Moderate, ExAngina_Yes"
0.3404255319148936,"FastingBS_Normal, Age_Middle, Slope_Flat, ExAngina_Yes"
0.3404255319148936,"ExAngina_Yes, Sex_Male, Slope_Flat, Age_Middle, ChestPain_ASY"
0.3404255319148936,"Sex_Male, FastingBS_Normal, MaxHR_Medium"
0.3333333333333333,"Slope_Flat, Oldpeak_Moderate"
0.3333333333333333,"Age_Middle, Chol_High"
0.3333333333333333,"Sex_Male, BP_Prehypertension, ExAngina_Yes"
0.3333333333333333,"Sex_Male, MaxHR_Low, ExAngina_Yes"
0.3333333333333333,"MaxHR_Medium, ChestPain_ASY, ExAngina_Yes"
0.32978723404255317,"Slope_Flat, MaxHR_Medium, ExAngina_Yes"
0.32978723404255317,"Age_Middle, MaxHR_Medium"
0.3262411347517731,"Age_Middle, BP_Prehypertension"
0.3262411347517731,"Sex_Male, Oldpeak_Moderate, ExAngina_Yes"
0.3262411347517731,"Slope_Flat, ChestPain_ASY, BP_Prehypertension"
0.3262411347517731,"Slope_Flat, Age_Middle, ECG_Normal"
0.3262411347517731,"Sex_Male, Oldpeak_Mild"
0.3262411347517731,"Sex_Male, ChestPain_ASY, Chol_High, ExAngina_Yes"
0.32269503546099293,"Sex_Male, ChestPain_ASY, Chol_High, Slope_Flat"
0.32269503546099293,"Slope_Flat, FastingBS_Normal, MaxHR_Medium"
0.32269503546099293,"FastingBS_Normal, ChestPain_ASY, MaxHR_Medium"
0.32269503546099293,"FastingBS_Normal, Chol_High, ExAngina_Yes"
0.32269503546099293,"Sex_Male, ChestPain_ASY, Oldpeak_Moderate"
0.32269503546099293,"Slope_Flat, ChestPain_ASY, MaxHR_Low"
0.32269503546099293,"FastingBS_Normal, BP_Prehypertension"
0.32269503546099293,"Sex_Male, Age_Middle, ECG_Normal"
0.32269503546099293,"FastingBS_Normal, MaxHR_Low"
0.32269503546099293,Age_Senior
0.3191489361702128,"ExAngina_Yes, Sex_Male, Age_Middle, ChestPain_ASY, FastingBS_Normal"
0.31560283687943264,"Slope_Flat, Oldpeak_Mild"
0.31560283687943264,"Age_Middle, ECG_Normal, ChestPain_ASY"
0.31560283687943264,"Oldpeak_Mild, ChestPain_ASY"
0.31560283687943264,"Slope_Flat, BP_Prehypertension, ExAngina_Yes"
0.31560283687943264,"ChestPain_ASY, MaxHR_Low, ExAngina_Yes"
0.31560283687943264,"Sex_Male, ECG_Normal, ChestPain_ASY, ExAngina_Yes"
0.3120567375886525,"FastingBS_Normal, Oldpeak_Moderate"
0.3120567375886525,"Sex_Male, Slope_Flat, Chol_High, ExAngina_Yes"
0.3120567375886525,"BP_Prehypertension, ChestPain_ASY, ExAngina_Yes"
0.3120567375886525,"Slope_Flat, Sex_Male, ECG_Normal, ChestPain_ASY, FastingBS_Normal"
0.30851063829787234,"Slope_Flat, ECG_Normal, Sex_Male, ExAngina_Yes"
0.30851063829787234,"FastingBS_Normal, ECG_Normal, ChestPain_ASY, ExAngina_Yes"
0.30851063829787234,"Slope_Flat, ECG_Normal, ChestPain_ASY, ExAngina_Yes"
0.3049645390070922,"Oldpeak_Mild, ExAngina_Yes"
0.3049645390070922,"Slope_Flat, FastingBS_Normal, ECG_Normal, ExAngina_Yes"
0.3049645390070922,"Sex_Male, FastingBS_Normal, ECG_Normal, ExAngina_Yes"
0.3049645390070922,"ExAngina_Yes, Slope_Flat, Age_Middle, ChestPain_ASY, FastingBS_Normal"
0.3049645390070922,"ChestPain_ASY, Oldpeak_Moderate, ExAngina_Yes"
0.3049645390070922,"Sex_Male, Oldpeak_Moderate, Slope_Flat"
0.3049645390070922,"ExAngina_Yes, Slope_Flat, Sex_Male, Age_Middle, FastingBS_Normal"
0.3049645390070922,"Slope_Flat, ChestPain_ASY, MaxHR_Low, Sex_Male"
0.3049645390070922,"Sex_Male, FastingBS_Normal, MaxHR_Low"
0.3049645390070922,"FastingBS_Normal, Age_Middle, ECG_Normal"
0.3049645390070922,"Slope_Flat, ChestPain_ASY, Chol_High, ExAngina_Yes"
0.30141843971631205,"Slope_Flat, MaxHR_Medium, ChestPain_ASY, Sex_Male"
0.30141843971631205,"Sex_Male, FastingBS_Normal, ChestPain_ASY, Chol_High"
0.30141843971631205,"Slope_Flat, Age_Middle, ECG_Normal, Sex_Male"
0.30141843971631205,"Sex_Male, ChestPain_ASY, MaxHR_Low, ExAngina_Yes"
0.30141843971631205,"Slope_Flat, Age_Middle, Chol_High"
0.2978723404255319,"Slope_Flat, Age_Middle, MaxHR_Medium"
0.2978723404255319,"Sex_Male, FastingBS_Normal, Slope_Flat, Chol_High"
0.2978723404255319,"Sex_Male, Age_Middle, MaxHR_Medium"
0.29432624113475175,"FastingBS_Normal, MaxHR_Medium, ExAngina_Yes"
0.29432624113475175,"Slope_Flat, MaxHR_Low, ExAngina_Yes"
0.29432624113475175,"Sex_Male, FastingBS_Normal, Oldpeak_Moderate"
0.29432624113475175,"Sex_Male, Age_Middle, BP_Prehypertension"
0.29432624113475175,"Sex_Male, Age_Middle, ECG_Normal, ChestPain_ASY"
0.29432624113475175,"Slope_Flat, Age_Middle, ECG_Normal, ChestPain_ASY"
0.29432624113475175,"Sex_Male, Age_Senior"
0.29432624113475175,"Slope_Flat, Age_Middle, BP_Prehypertension"
0.29432624113475175,"Slope_Flat, ChestPain_ASY, Sex_Male, BP_Prehypertension"
0.29432624113475175,"Sex_Male, FastingBS_Normal, BP_Prehypertension"
0.2907801418439716,"Sex_Male, FastingBS_Normal, ChestPain_ASY, MaxHR_Medium"
0.2907801418439716,"Slope_Flat, ChestPain_ASY, Oldpeak_Moderate"
0.2907801418439716,"Sex_Male, MaxHR_Medium, ChestPain_ASY, ExAngina_Yes"
0.2907801418439716,Chol_Borderline
0.2907801418439716,"Slope_Flat, FastingBS_Normal, ChestPain_ASY, Chol_High"
0.2907801418439716,"Sex_Male, Age_Middle, Chol_High"
0.2907801418439716,"FastingBS_Normal, ChestPain_ASY, MaxHR_Low"
0.2872340425531915,"Slope_Flat, MaxHR_Medium, Sex_Male, ExAngina_Yes"
0.2872340425531915,"FastingBS_Normal, Age_Middle, ECG_Normal, Slope_Flat"
0.2872340425531915,"FastingBS_Normal, ChestPain_ASY, Oldpeak_Moderate"
0.2872340425531915,"Age_Middle, ChestPain_ASY, Chol_High"
0.2872340425531915,"Sex_Male, ChestPain_ASY, Oldpeak_Moderate, ExAngina_Yes"
0.2872340425531915,"Sex_Male, BP_Prehypertension, ChestPain_ASY, ExAngina_Yes"
0.2872340425531915,"Slope_Flat, FastingBS_Normal, MaxHR_Medium, Sex_Male"
0.28368794326241137,"FastingBS_Normal, MaxHR_Low, ExAngina_Yes"
0.28368794326241137,"Sex_Male, BP_Prehypertension, Slope_Flat, ExAngina_Yes"
0.28368794326241137,"Slope_Flat, FastingBS_Normal, BP_Prehypertension"
0.28368794326241137,"Slope_Flat, Oldpeak_Moderate, ExAngina_Yes"
0.2801418439716312,"Age_Middle, ChestPain_ASY, BP_Prehypertension"
0.2801418439716312,"Sex_Male, Oldpeak_Mild, Slope_Flat"
0.2801418439716312,"FastingBS_Normal, Age_Middle, ECG_Normal, ChestPain_ASY"
0.2801418439716312,"FastingBS_Normal, Age_Middle, ECG_Normal, Sex_Male"
0.2801418439716312,"Sex_Male, Oldpeak_Mild, ChestPain_ASY"
0.2801418439716312,"FastingBS_Normal, ChestPain_ASY, BP_Prehypertension"
0.2801418439716312,"FastingBS_Normal, ChestPain_ASY, Chol_High, ExAngina_Yes"
0.2801418439716312,"Slope_Flat, FastingBS_Normal, Chol_High, ExAngina_Yes"
0.2801418439716312,"Sex_Male, FastingBS_Normal, Chol_High, ExAngina_Yes"
0.2801418439716312,BP_Stage1
0.2765957446808511,"ExAngina_Yes, Sex_Male, Slope_Flat, Age_Middle, ChestPain_ASY, FastingBS_Normal"
0.2765957446808511,"Sex_Male, Slope_Flat, MaxHR_Low, ExAngina_Yes"
0.2765957446808511,"Slope_Flat, FastingBS_Normal, MaxHR_Low"
0.2765957446808511,"Age_Middle, BP_Prehypertension, ExAngina_Yes"
0.2765957446808511,"Sex_Male, FastingBS_Normal, ChestPain_ASY, MaxHR_Low"
0.2730496453900709,"Age_Middle, Chol_High, ExAngina_Yes"
0.2730496453900709,"ECG_Normal, Chol_High"
0.2730496453900709,"Slope_Flat, Oldpeak_Mild, ChestPain_ASY"
0.2730496453900709,"Sex_Male, Chol_Borderline"
0.2730496453900709,"Sex_Male, Slope_Flat, Age_Middle, ChestPain_ASY, ECG_Normal"
0.2730496453900709,"Age_Middle, ChestPain_ASY, MaxHR_Medium"
0.2730496453900709,"FastingBS_Normal, BP_Prehypertension, ExAngina_Yes"
0.2695035460992908,"FastingBS_Normal, Oldpeak_Moderate, ExAngina_Yes"
0.2695035460992908,"Slope_Flat, Oldpeak_Mild, ExAngina_Yes"
0.2695035460992908,"Slope_Flat, FastingBS_Normal, ChestPain_ASY, MaxHR_Medium"
0.2695035460992908,"Slope_Flat, Age_Middle, MaxHR_Medium, Sex_Male"
0.2695035460992908,"MaxHR_Medium, Chol_High"
0.2695035460992908,"Slope_Flat, MaxHR_Medium, ChestPain_ASY, ExAngina_Yes"
0.2695035460992908,"Sex_Male, FastingBS_Normal, ChestPain_ASY, Oldpeak_Moderate"
0.2695035460992908,"Age_Middle, MaxHR_Medium, ExAngina_Yes"
0.2695035460992908,"Oldpeak_Mild, ChestPain_ASY, ExAngina_Yes"
0.2695035460992908,"ExAngina_Yes, Sex_Male, ECG_Normal, ChestPain_ASY, FastingBS_Normal"
0.2695035460992908,"Slope_Flat, FastingBS_Normal, Oldpeak_Moderate"
0.2695035460992908,"Sex_Male, Oldpeak_Mild, ExAngina_Yes"
0.26595744680851063,"Sex_Male, FastingBS_Normal, MaxHR_Low, ExAngina_Yes"
0.26595744680851063,"Age_Senior, ChestPain_ASY"
0.26595744680851063,"ExAngina_Yes, Slope_Flat, ECG_Normal, ChestPain_ASY, FastingBS_Normal"
0.26595744680851063,"ExAngina_Yes, Sex_Male, Slope_Flat, ChestPain_ASY, ECG_Normal"
0.26595744680851063,"Sex_Male, Slope_Flat, Oldpeak_Moderate, ExAngina_Yes"
0.2624113475177305,"Slope_Flat, BP_Prehypertension, ChestPain_ASY, ExAngina_Yes"
0.2624113475177305,"Sex_Male, Age_Middle, Slope_Flat, BP_Prehypertension"
0.2624113475177305,"Age_Middle, ECG_Normal, ExAngina_Yes"
0.2624113475177305,"Slope_Flat, ChestPain_ASY, Oldpeak_Moderate, Sex_Male"
0.2624113475177305,"Sex_Male, FastingBS_Normal, MaxHR_Medium, ExAngina_Yes"
0.2624113475177305,"ExAngina_Yes, Sex_Male, Slope_Flat, Chol_High, ChestPain_ASY"
0.2624113475177305,"MaxHR_Medium, ECG_Normal"
0.2624113475177305,"Slope_Flat, Age_Middle, ChestPain_ASY, ECG_Normal, FastingBS_Normal"
0.2624113475177305,"ExAngina_Yes, Slope_Flat, Sex_Male, ECG_Normal, FastingBS_Normal"
0.2624113475177305,"Sex_Male, Age_Middle, Slope_Flat, Chol_High"
0.2624113475177305,"Slope_Flat, Sex_Male, Age_Middle, ECG_Normal, FastingBS_Normal"
0.25886524822695034,"Slope_Flat, Chol_Borderline"
0.25886524822695034,"Sex_Male, FastingBS_Normal, Slope_Flat, BP_Prehypertension"
0.25886524822695034,"Sex_Male, FastingBS_Normal, ChestPain_ASY, BP_Prehypertension"
0.25886524822695034,"Sex_Male, Age_Middle, ChestPain_ASY, ECG_Normal, FastingBS_Normal"
0.25886524822695034,"Slope_Flat, ChestPain_ASY, MaxHR_Low, ExAngina_Yes"
0.25886524822695034,"Sex_Male, FastingBS_Normal, MaxHR_Low, Slope_Flat"
0.25886524822695034,"Age_Middle, MaxHR_Low"
0.25886524822695034,"Sex_Male, BP_Stage1"
0.25886524822695034,"Sex_Male, FastingBS_Normal, Oldpeak_Moderate, ExAngina_Yes"
0.2553191489361702,"FastingBS_Normal, ChestPain_ASY, MaxHR_Medium, ExAngina_Yes"
0.2553191489361702,"Sex_Male, Age_Middle, ChestPain_ASY, BP_Prehypertension"
0.2553191489361702,FastingBS_High
0.2553191489361702,"Age_Senior, ExAngina_Yes"
0.2553191489361702,"Slope_Flat, Age_Middle, ChestPain_ASY, Chol_High"
0.25177304964539005,"FastingBS_Normal, Age_Middle, Chol_High"
0.25177304964539005,"Age_Middle, Oldpeak_Moderate"
0.25177304964539005,"Sex_Male, FastingBS_Normal, Oldpeak_Moderate, Slope_Flat"
0.25177304964539005,"FastingBS_Normal, ChestPain_ASY, MaxHR_Low, ExAngina_Yes"
0.25177304964539005,"MaxHR_Medium, BP_Prehypertension"
0.25177304964539005,"Sex_Male, Age_Middle, ChestPain_ASY, Chol_High"
0.25177304964539005,"FastingBS_Normal, Oldpeak_Mild"
0.25177304964539005,ECG_ST
0.24822695035460993,"Slope_Flat, FastingBS_Normal, MaxHR_Medium, ExAngina_Yes"
0.24822695035460993,"Sex_Male, Slope_Flat, Chol_High, ChestPain_ASY, FastingBS_Normal"
0.24822695035460993,"Slope_Flat, Age_Middle, ChestPain_ASY, BP_Prehypertension"
0.24822695035460993,"Sex_Male, BP_Prehypertension, FastingBS_Normal, ExAngina_Yes"
0.24822695035460993,"Sex_Male, Age_Middle, BP_Prehypertension, ExAngina_Yes"
0.24468085106382978,"Slope_Flat, ChestPain_ASY, Oldpeak_Moderate, ExAngina_Yes"
0.24468085106382978,"Slope_Flat, Age_Middle, BP_Prehypertension, ExAngina_Yes"
0.24468085106382978,"ExAngina_Yes, Sex_Male, Slope_Flat, ChestPain_ASY, MaxHR_Low"
0.24468085106382978,"Slope_Flat, ECG_Normal, Chol_High"
0.24468085106382978,"ExAngina_Yes, Sex_Male, Chol_High, ChestPain_ASY, FastingBS_Normal"
0.24468085106382978,"Sex_Male, Age_Middle, ChestPain_ASY, MaxHR_Medium"
0.24468085106382978,"ChestPain_ASY, Chol_Borderline"
0.24468085106382978,"Slope_Flat, FastingBS_Normal, ChestPain_ASY, Oldpeak_Moderate"
0.24468085106382978,"FastingBS_Normal, ChestPain_ASY, Oldpeak_Moderate, ExAngina_Yes"
0.24468085106382978,"Slope_Flat, FastingBS_Normal, ChestPain_ASY, MaxHR_Low"
0.24468085106382978,"Slope_Flat, Age_Senior"
0.24468085106382978,"Slope_Flat, Age_Middle, Chol_High, ExAngina_Yes"
0.24468085106382978,"Age_Middle, ECG_Normal, ChestPain_ASY, ExAngina_Yes"
0.24113475177304963,"FastingBS_Normal, ECG_Normal, Chol_High"
0.24113475177304963,"Slope_Flat, Age_Middle, ECG_Normal, ExAngina_Yes"
0.24113475177304963,"Slope_Flat, Age_Middle, ChestPain_ASY, MaxHR_Medium"
0.24113475177304963,"Sex_Male, Slope_Flat, Age_Middle, ChestPain_ASY, ECG_Normal, FastingBS_Normal"
0.24113475177304963,"Sex_Male, Age_Middle, MaxHR_Low"
0.24113475177304963,"Age_Middle, ChestPain_ASY, MaxHR_Low"
0.24113475177304963,"Sex_Male, Chol_Borderline, Slope_Flat"
0.24113475177304963,"FastingBS_Normal, Age_Middle, MaxHR_Medium"
0.24113475177304963,"Slope_Flat, FastingBS_Normal, ChestPain_ASY, BP_Prehypertension"
0.24113475177304963,"Slope_Flat, Age_Middle, MaxHR_Medium, ExAngina_Yes"
0.24113475177304963,"Age_Middle, ChestPain_ASY, Chol_High, ExAngina_Yes"
0.2375886524822695,"Sex_Male, Age_Middle, Chol_High, ExAngina_Yes"
0.2375886524822695,"Sex_Male, Age_Middle, MaxHR_Medium, ExAngina_Yes"
0.2375886524822695,"ECG_Normal, MaxHR_Low"
0.2375886524822695,"Age_Middle, BP_Prehypertension, ChestPain_ASY, ExAngina_Yes"
0.2375886524822695,"ExAngina_Yes, Slope_Flat, Chol_High, ChestPain_ASY, FastingBS_Normal"
0.2375886524822695,"FastingBS_Normal, Age_Middle, BP_Prehypertension"
0.2375886524822695,"Slope_Flat, Oldpeak_Mild, ChestPain_ASY, Sex_Male"
0.2375886524822695,"ExAngina_Yes, Sex_Male, ChestPain_ASY, MaxHR_Low, FastingBS_Normal"
0.2375886524822695,"Sex_Male, Age_Middle, ECG_Normal, ExAngina_Yes"
0.2375886524822695,"ExAngina_Yes, Sex_Male, Slope_Flat, ChestPain_ASY, BP_Prehypertension"
0.2375886524822695,"MaxHR_Medium, Sex_Male, Slope_Flat, ChestPain_ASY, FastingBS_Normal"
0.2375886524822695,"Slope_Flat, FastingBS_Normal, MaxHR_Low, ExAngina_Yes"
0.2375886524822695,"Sex_Male, Age_Senior, ChestPain_ASY"
0.2375886524822695,"BP_Stage1, Slope_Flat"
0.2375886524822695,"ExAngina_Yes, Sex_Male, Slope_Flat, Chol_High, FastingBS_Normal"
0.2375886524822695,"FastingBS_Normal, BP_Prehypertension, Slope_Flat, ExAngina_Yes"
0.23404255319148937,"Slope_Flat, MaxHR_Medium, ECG_Normal"
0.23404255319148937,"Sex_Male, MaxHR_Medium, ECG_Normal"
0.23404255319148937,"Sex_Male, Age_Middle, Oldpeak_Moderate"
0.23404255319148937,"Sex_Male, Oldpeak_Mild, Slope_Flat, ExAngina_Yes"
0.23404255319148937,"Sex_Male, ECG_Normal, Chol_High"
0.23404255319148937,"Oldpeak_Moderate, ExAngina_Yes, Sex_Male, ChestPain_ASY, FastingBS_Normal"
0.23404255319148937,"Sex_Male, Age_Senior, ExAngina_Yes"
0.23404255319148937,"FastingBS_Normal, Age_Middle, Slope_Flat, Chol_High"
0.23404255319148937,"FastingBS_Normal, BP_Prehypertension, ChestPain_ASY, ExAngina_Yes"
0.23404255319148937,"Slope_Flat, Oldpeak_Mild, ChestPain_ASY, ExAngina_Yes"
0.23404255319148937,"Sex_Male, Oldpeak_Mild, ChestPain_ASY, ExAngina_Yes"
0.23404255319148937,"BP_Stage1, ChestPain_ASY"
0.23404255319148937,"Sex_Male, ECG_ST"
0.23049645390070922,"Sex_Male, MaxHR_Medium, BP_Prehypertension"
0.23049645390070922,"FastingBS_Normal, Age_Middle, ECG_Normal, ExAngina_Yes"
0.23049645390070922,"Sex_Male, FastingBS_High"
0.23049645390070922,"Sex_Male, MaxHR_Medium, Chol_High"
0.23049645390070922,"Age_Middle, Oldpeak_Mild"
0.23049645390070922,"Slope_Flat, Age_Middle, MaxHR_Low"
0.23049645390070922,"MaxHR_Medium, ExAngina_Yes, Sex_Male, Slope_Flat, ChestPain_ASY"
0.23049645390070922,"Sex_Male, Slope_Flat, ChestPain_ASY, MaxHR_Low, FastingBS_Normal"
0.22695035460992907,"ECG_Normal, ChestPain_ASY, Chol_High"
0.22695035460992907,"Sex_Male, ChestPain_ASY, Chol_Borderline"
0.22695035460992907,"Oldpeak_Moderate, ExAngina_Yes, Sex_Male, Slope_Flat, ChestPain_ASY"
0.22695035460992907,"Chol_Borderline, ExAngina_Yes"
0.22695035460992907,"FastingBS_Normal, ECG_Normal, MaxHR_Medium"
0.22695035460992907,"ExAngina_Yes, Sex_Male, Slope_Flat, ECG_Normal, ChestPain_ASY, FastingBS_Normal"
0.22695035460992907,"Slope_Flat, FastingBS_Normal, Oldpeak_Moderate, ExAngina_Yes"
0.22695035460992907,"Slope_Flat, Age_Middle, Oldpeak_Moderate"
0.22695035460992907,"Oldpeak_Moderate, Sex_Male, Slope_Flat, ChestPain_ASY, FastingBS_Normal"
0.22695035460992907,"Sex_Male, Age_Middle, ChestPain_ASY, MaxHR_Low"
0.22695035460992907,"Age_Middle, ChestPain_ASY, MaxHR_Medium, ExAngina_Yes"
0.22695035460992907,"BP_Stage1, ExAngina_Yes"
0.22695035460992907,"Slope_Flat, MaxHR_Medium, BP_Prehypertension"
